Severity,File,Line,Pattern,Content
LOW,"src\services\validation\industrialRules.ts",196,"validate","(manifest.ui?.jacks || []).forEach((e; idx) => validateEntity(e; `/ui/jacks/${idx}`));"
LOW,"src\services\validation\industrialRules.ts",200,"validate","const circularityIssues = CircularityAuditor.validate(manifest);"
LOW,"src\services\validation\schemaValidator.ts",17,"validate","const validateV6 = ajv.compile(era6Schema);"
LOW,"src\services\validation\schemaValidator.ts",18,"validate","const validateV7 = ajv.compile(era7Schema);"
LOW,"src\services\validation\schemaValidator.ts",21,"validate","static validate(manifest: OMEGA_Manifest): ValidationIssue[] {"
LOW,"src\services\validation\schemaValidator.ts",23,"validate","const validator = isV7 ? validateV7 : validateV6;"
LOW,"src\services\validationService.ts",11,"validate","static validate(manifest: OMEGA_Manifest; contract: (OmegaContract | OMEGA_Contract) | null = null): ValidationIssue[] {"
LOW,"src\services\validationService.ts",13,"validate","const schemaIssues = SchemaValidator.validate(manifest);"
LOW,"src\services\validationService.ts",16,"validate","const industrialIssues = IndustrialRules.validate(manifest; contract);"
LOW,"src\services\wasmLoader.ts",66,"throw new Error","throw new Error(""WASM module is not OMEGA-compliant (missing 'omega_get_contract' export)."");"
LOW,"src\services\wasmLoader.ts",106,"throw new Error","throw new Error(`LinkError: Binary requires host functions or is corrupted. Details: ${message}`);"
LOW,"src\services\wasmRuntime.ts",126,"throw new Error","throw new Error(result.error || 'Engine rejected snapshot or timed out');"
LOW,"src\services\wasmRuntime.ts",133,"throw new Error","throw new Error(`Materialization failed: ${instance.error}`);"
LOW,"src\services\wasmRuntime.ts",126,"reject","throw new Error(result.error || 'Engine rejected snapshot or timed out');"
LOW,"src\types\cell-conversion.ts",149,"throw new Error","throw new Error(`Cannot convert node with children to PrimitiveNode: ${node.id}`);"
LOW,"src\types\cell-conversion.ts",345,"throw new Error","throw new Error('Unknown cell node type');"
LOW,"src\types\cell-conversion.ts",427,"validate","export function validateCompositeSlots(cell: CompositeCell): string[] {"
LOW,"src\types\cell-conversion.ts",457,"validate","export function validatePrimitive(primitive: PrimitiveNode): string[] {"
LOW,"src\types\cell-conversion.ts",472,"validate","export function validateStructuralModule(module: StructuralModule): string[] {"
LOW,"docs\ADR-009.md",33,"validate","3. **Phase 9.3 — Advanced Templating (Blueprint Injection):** Formalize blueprint/template injection with validated schemas; collision-safe ID regeneration; and a reusable library UI for rapid composition of common synth structures.[cite:333][cite:335]"
LOW,"docs\ADR-011.md",54,"reject","- **Drag and drop insertion** into compatible containers; with visible acceptance or rejection states according to compatibility metadata and structural rules."
LOW,"docs\ADR-024_Blueprint_Runtime_Instantiation.md",56,"validate","> A Blueprint does not exist in runtime until it has been validated; canonicalized; and materialized as a complete instance."
LOW,"docs\ADR-025-runtime-observability-metrics.md",7,"validate","After Phase 20.4; the runtime pipeline is deterministic; atomic; and blocked by validated Blueprints before materialization. The next operational risk is not correctness of instantiation; but lack of visibility when latency; buffering; heartbeat drift; or instantiation failures occur in production."
LOW,"docs\ADR-026-persistence-recovery.md",13,"validate","1. **Canonical State Snapshots**: Only the normalized; validated output from the `BlueprintResolver` (the ""Canonical Graph"") is persisted. Editable/intermediate states are excluded to prevent drift."
LOW,"docs\ADR-027-transactional-editing.md",15,"validate","3. **Atomic Validation & Sync**: Upon `commitTransaction()`; the final resulting state is validated via `BlueprintValidator`. If valid; the entire block is synchronized to the bridge in a single `syncSnapshot` operation."
LOW,"docs\ADR-027-transactional-editing.md",16,"reject","4. **Automatic Rollback**: If validation fails or the bridge rejects the committed state; the transaction is discarded; and the system reverts to the state prior to `startTransaction()`."
LOW,"docs\ADR-032-history-capture.md",13,"validate","1. **Capture on Significant Events**: Record history entries on transaction commit; validated structural snapshot; and recovery point creation."
LOW,"docs\ADR-034-time-travel-restore.md",11,"validate","The system will implement a Time-Travel Restore layer that restores a selected historical revision through validated orchestration."
LOW,"docs\ADR-034-time-travel-restore.md",17,"validate","4. **Read-Then-Activate Flow**: The system will load the historical revision; validate it; and only then promote it into active editor state."
LOW,"docs\ADR-036-phase-21-closure.md",7,"validate","After Phase 21 introduced History Capture; Semantic Diff; Time-Travel Restore; and Historical Observability; the system has a complete historical subsystem that can record evolution; explain change; restore revisions; and audit its own behavior. At this point the remaining task is not new capability; but closure: define how the history stack is finalized; validated; documented; and handed off as a stable product boundary."
LOW,"docs\ADR-037-history-vs-undo-redo.md",46,"validate","4. **Validation Gate**: Restoring a historical revision MUST always pass through `historyRestore.ts` validation; whereas an `undo` operation may be optimized for speed if the state was recently validated."
LOW,"docs\ADR-041-dual-mode-validation.md",154,"throw new Error","throw new Error(result.errors.join('\n')); // Just use validate()!"
LOW,"docs\ADR-041-dual-mode-validation.md",10,"validate","During Phase 20.4 (Blueprint Runtime Instantiation); the `BlueprintValidator` class was refactored to support two distinct validation modes. Previously; the validator only offered a `validate()` method that throws on any validation error. This was appropriate for blocking/gatekeeper scenarios; but inadequate for use cases where the user needs to see all validation issues at once (e.g.; import wizards; pre-flight checks; auditing)."
LOW,"docs\ADR-041-dual-mode-validation.md",21,"validate","public static validate(nodes: OmegaNode | OmegaNode[]; manifest: Partial<OMEGA_Manifest>): void"
LOW,"docs\ADR-041-dual-mode-validation.md",37,"validate","BlueprintValidator.validate(canonicalGraph; manifest);"
LOW,"docs\ADR-041-dual-mode-validation.md",45,"validate","public static validateQuietly(nodes: OmegaNode | OmegaNode[]; manifest: Partial<OMEGA_Manifest>): {"
LOW,"docs\ADR-041-dual-mode-validation.md",75,"validate","const result = BlueprintValidator.validateQuietly(userBlueprint; manifest);"
LOW,"docs\ADR-041-dual-mode-validation.md",129,"validate","1. **Backward Compatibility**: All existing `validate()` callers work unchanged (omegaRPCBridge; historyRestore; useDocumentOrchestrator)"
LOW,"docs\ADR-041-dual-mode-validation.md",148,"validate","Do NOT use `validateQuietly()` then manually throw based on `result.valid` — this adds complexity without benefit:"
LOW,"docs\ADR-041-dual-mode-validation.md",152,"validate","const result = BlueprintValidator.validateQuietly(nodes; manifest);"
LOW,"docs\ADR-041-dual-mode-validation.md",154,"validate","throw new Error(result.errors.join('\n')); // Just use validate()!"
LOW,"docs\ADR-041-dual-mode-validation.md",158,"validate","BlueprintValidator.validate(nodes; manifest); // Simpler; same effect"
LOW,"docs\ADR-042-two-phase-validation.md",10,"validate","When users import custom JSON blueprints in the BlueprintLibraryPanel; we need to validate them thoroughly before accepting them into the system. A single validation pass is insufficient because different validation concerns operate at different levels:"
LOW,"docs\ADR-042-two-phase-validation.md",24,"validate","import { validateBlueprint } from '../../utils/blueprintUtils';"
LOW,"docs\ADR-042-two-phase-validation.md",26,"validate","const { valid; errors } = validateBlueprint(blueprint);"
LOW,"docs\ADR-042-two-phase-validation.md",49,"validate","const validationResult = BlueprintValidator.validateQuietly(blueprint.rootNode; manifestWithResources);"
LOW,"docs\ADR-042-two-phase-validation.md",70,"validate","Phase 1: validateBlueprint() (structural)"
LOW,"docs\ADR-042-two-phase-validation.md",79,"validate","Phase 2: BlueprintValidator.validateQuietly() (deep)"
LOW,"docs\ADR-042-two-phase-validation.md",112,"validate","const { valid; errors } = validateBlueprint(blueprint);"
LOW,"docs\ADR-042-two-phase-validation.md",120,"validate","const validationResult = BlueprintValidator.validateQuietly("
LOW,"docs\ADR-042-two-phase-validation.md",207,"validate","BlueprintValidator.validateQuietly(blueprint.rootNode; manifest);"
LOW,"docs\ADR-042-two-phase-validation.md",214,"validate","const { valid; errors } = validateBlueprint(blueprint);"
LOW,"docs\ADR-043-unified-cell-blueprint-governance.md",83,"throw new Error","throw new Error(`Unknown cell type: ${node.cellRef}`);"
LOW,"docs\ADR-043-unified-cell-blueprint-governance.md",78,"validate","validate(nodes; manifest) {"
LOW,"docs\ADR-043-unified-cell-blueprint-governance.md",103,"validate","static validate(nodes: OmegaNode[]; context: UCAValidationContext): void {"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",10,"validate","Currently; `BlueprintValidator` validates structural aspects of blueprints:"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",16,"validate","However; it does NOT validate:"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",25,"validate","Extend `BlueprintValidator` to validate behavioral aspects of blueprints by adding a third validation phase:"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",35,"validate","Phase 2: SEMANTIC (existing; via validateQuietly)"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",71,"validate","static validateQuietly("
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",75,"validate","validateBehavior?: boolean;  // Default: true"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",76,"validate","validateRecipes?: boolean;   // Default: true"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",95,"validate","function validateBehavior(cell: CompositeCell; manifest: OMEGA_Manifest): string[] {"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",156,"validate","function validateLayerOrdering(recipe: LayerRecipe): string[] {"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",170,"validate","function validateBlendMode(layer: LayerRecipe['layers'][0]; assetDef: OMEGA_Asset): string[] {"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",226,"validate","const result = BlueprintValidator.validateQuietly(nodes; manifest);"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",229,"validate","const result = BlueprintValidator.validateQuietly(nodes; manifest; {"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",230,"validate","validateBehavior: false;"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",231,"validate","validateRecipes: false"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",239,"validate","if (options?.validateBehavior !== false) {"
LOW,"docs\ADR-044-validate-behavior-recipes-in-blueprints.md",240,"validate","const behaviorResult = validateBehavior(nodes; manifest);"
LOW,"docs\ADR-045-cell-studio-architecture-refactor.md",61,"validate","│   └── Step 4: REVIEW (preview + validate)"
LOW,"docs\ADR-045-cell-studio-architecture-refactor.md",96,"validate","BlueprintValidator.validateQuietly(entityToNode(cellData); { resources: manifest?.resources });"
LOW,"docs\ADR-045-cell-studio-architecture-refactor.md",124,"validate","validateStyle: (style: Partial<OmegaStyleNode>) => ValidationResult;"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",12,"ElementCatalog","Phase 20.4 introduced the BlueprintValidator class for OMEGA UCA structural integrity and invariant compliance. As OMEGA evolved through ADR-043 (ElementCatalog Enrichment) and ADR-046 (Cell Types); the need arose to validate node styles against the catalog's `validationRules` before instantiation."
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",30,"ElementCatalog","Integrate BlueprintValidator with ElementCatalog to perform runtime validation of node styles; variants; behaviors; and slot mappings against the enriched catalog definitions."
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",66,"ElementCatalog","| `src/omega-ui-core/governance/ElementCatalog.ts` | Enhanced with validation helpers |"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",68,"ElementCatalog","### Imports from ElementCatalog"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",80,"ElementCatalog","} from '../governance/ElementCatalog';"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",87,"ElementCatalog","Validates a node's style against the ElementCatalog:"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",308,"ElementCatalog","2. **Centralized validation logic**: `validateValueAgainstRule()` is defined once and used by both ElementCatalog (for standalone style validation) and BlueprintValidator (for node validation)."
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",322,"ElementCatalog","3. **Tight coupling**: BlueprintValidator now depends on ElementCatalog's internal structure."
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",332,"ElementCatalog","- [ADR-043: ElementCatalog Enrichment](./ADR-043-Catalog-Enrichment.md)"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",336,"ElementCatalog","- `src/omega-ui-core/governance/ElementCatalog.ts`"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",12,"validate","Phase 20.4 introduced the BlueprintValidator class for OMEGA UCA structural integrity and invariant compliance. As OMEGA evolved through ADR-043 (ElementCatalog Enrichment) and ADR-046 (Cell Types); the need arose to validate node styles against the catalog's `validationRules` before instantiation."
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",14,"validate","The BlueprintValidator previously validated:"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",20,"validate","But it did **not** validate:"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",35,"validate","BlueprintValidator.validateQuietly()"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",37,"validate","└── validateStyleAgainstCatalog()  ← NEW"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",39,"validate","├── validateValueAgainstRule() for each rule"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",40,"validate","├── getElementVariants() → validate variant"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",41,"validate","├── getAllowedBehaviors() → validate behavior"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",42,"validate","└── getElementSlots() → validate slot mappings"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",47,"validate","1. **Schema-based validation (no functions in catalog)**: The catalog stores `ValidationRule` objects with serializable configs. The `validateValueAgainstRule()` function is implemented in code; not stored in the catalog."
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",76,"validate","validateValueAgainstRule;"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",251,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",267,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",282,"validate","const result = BlueprintValidator.validateQuietly(node; manifest);"
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",306,"validate","1. **Runtime validation before instantiation**: Blueprints are validated against the catalog before materialization; catching configuration errors early."
LOW,"docs\ADR-047-BlueprintValidator-Catalog-Integration.md",308,"validate","2. **Centralized validation logic**: `validateValueAgainstRule()` is defined once and used by both ElementCatalog (for standalone style validation) and BlueprintValidator (for node validation)."
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",22,"allowedFragments","allowedFragments?: string[];   // Advisory only - not enforced"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",68,"allowedFragments","- Current: `allowedFragments` is advisory string array only"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",122,"allowedFragments","// Slot definitions (replaces allowedFragments advisory)"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",220,"allowedFragments","// Replace allowedFragments with proper slot definitions"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",227,"allowedFragments","// Remove allowedFragments (or deprecate it)"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",271,"allowedFragments","1. **Backward Compatibility**: `allowedFragments` kept as deprecated; `slots` takes precedence"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",292,"allowedFragments","1. Should `allowedFragments` be deprecated or kept for backward compatibility?"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",210,"ElementCatalog","// In ElementCatalog.ts - add primitiveType field to each element"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",279,"ElementCatalog","1. `src/omega-ui-core/governance/ElementCatalog.ts`"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",187,"validate","function validateAgainstRule(node: OmegaNode; rule: ValidationRule): string | null {"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",247,"validate","import { validateAgainstRule } from './validationFunctions';"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",250,"validate","static validate(nodes: OmegaNode[]; manifest: OMEGA_Manifest) {"
LOW,"docs\ANALYSIS-element-catalog-enrichment.md",257,"validate","const error = validateAgainstRule(node; rule);"
LOW,"docs\cell-studio\ASSET_BEHAVIOR_LAB_ADR.md",70,"ElementCatalog","3. **DRY Design**: Reuses `AssetSelector`; `CellRenderer`; and `ElementCatalog` as sovereign registries."
LOW,"docs\cell_analisis.md",59,"ElementCatalog","- ✅ **ElementCatalog**: Governance unificado ADR-043/046 (1100 líneas)."
LOW,"docs\MIGRATION_PLAN_CELLSTUDIO_STEPPER.md",56,"validate","BlueprintValidator.validateQuietly(entityToNode(cellData); manifest);"
LOW,"docs\MIGRATION_PLAN_CELLSTUDIO_STEPPER.md",113,"validate","validateStyle: (style: Partial<OmegaStyleNode>) => ValidationResult;"
LOW,"docs\MIGRATION_PLAN_CELLSTUDIO_STEPPER.md",148,"validate","BlueprintValidator.validateQuietly(entityToNode(cellData); { resources: manifest?.resources });"
LOW,"docs\MIGRATION_PLAN_CELLSTUDIO_STEPPER.md",311,"validate","validateStyle: (style: Partial<OmegaStyleNode>) => ValidationResult;"
LOW,"docs\OMEGA_History_Architecture.md",31,"validate","| **Time Travel** | History Engine | Navigating by version/ID rather than steps. Requires validated restoration. |"
LOW,"docs\OMEGA_History_Architecture.md",32,"validate","| **Recovery** | History Engine | Session recovery points must be durable and validated. |"
LOW,"docs\OMEGA_Remediation_Map.md",24,"allowedFragments","*   **Decoupled UX**: `allowedFragments` and `capabilities` are UI hints. If a node in the UCA tree contains non-standard data; it must be rendered and persisted regardless of catalog state."
LOW,"docs\OMEGA_Remediation_Map.md",17,"ElementCatalog","| `src/omega-ui-core/governance/ElementCatalog.ts` | Low | Keep explicit warnings and maintain it as a consultative inventory. | **Low** | ✅ Documented |"
LOW,"docs\OMEGA_Remediation_Map.md",10,"validate","| `src/features/manifest-editor/components/inspector/attachments/AttachmentTypeAnchor.tsx` | Medium | Maintain as a UX filter; document that it does not validate structure. | **High** | 🔍 Monitoring |"
LOW,"docs\performance-report.md",4,"validate","This report documents the performance profile of the OMEGA Manifest Editor as of May 11; 2026. The goal was to validate that the industrialization of the state management and diagnostic pipeline did not introduce overhead that would hinder the user experience."
